fact_id,text,times_posted,last_posted
FT-0196,"Some Gulf states emit more CO2 per person than the US — and many times the global average, per Our World in Data.",1,2026-08-19T17:35:37+00:00
FT-0197,"Northern Europeans drink more milk than anyone on Earth — Finland tops most rankings. Much of East Asia consumes almost none, per Our World in Data.",1,2026-08-09T14:46:17+00:00
FT-0198,"Malaria still kills hundreds of thousands of people a year — and the deaths are now almost entirely concentrated in Africa, per Our World in Data.",1,2026-08-16T11:29:54+00:00
FT-0199,"Japan has nearly one retiree for every two working-age people. In much of Africa the ratio is closer to one per twenty, per Our World in Data.",1,2026-07-14T14:07:37+00:00
FT-0200,"Nature's constant: about 105 boys are born for every 100 girls, almost everywhere on Earth. Countries far above that line have a story to explain, per Our World in Data.",1,2026-07-27T04:47:48+00:00
FT-0201,"In some Pacific island nations, more than half of all adults are obese — the highest rates on Earth, per Our World in Data.",1,2026-07-16T14:15:53+00:00
FT-0202,"Bahrain, Kuwait, Monaco and Singapore are effectively 100% urban. Much of East Africa is still mostly rural, per Our World in Data.",1,2026-07-07T22:19:40+00:00
FT-0203,"Papua New Guinea has roughly 840 living languages — more than any other country, in a population smaller than London's.",1,2026-07-14T06:21:10+00:00
FT-0204,"Basque, spoken in the Pyrenees, has no known living relatives — it likely predates the arrival of Indo-European languages in Europe by thousands of years.",1,2026-08-15T17:30:07+00:00
FT-0205,English is an official or primary language in ~60 sovereign states — more than any other language. The UK itself has no law making it official.,2,2026-08-23T18:43:30+00:00
FT-0206,More people speak English in total than any other language — but Mandarin and Spanish both have more NATIVE speakers.,1,2026-08-22T19:30:28+00:00
FT-0207,"At least part of the Bible has been translated into over 3,500 languages — the complete text into 700+.",1,2026-08-17T03:08:32+00:00
FT-0208,Zimbabwe recognizes 16 official languages — the most of any country.,2,2026-08-26T03:14:34+00:00
FT-0209,"Switzerland has four national languages — and a fifth unofficial one, English, increasingly used between the other four.",1,2026-07-12T22:04:20+00:00
FT-0210,Icelandic has changed so little in 800 years that modern Icelanders can still read the medieval sagas in the original.,1,2026-08-20T03:06:42+00:00
FT-0211,The Hawaiian alphabet has just 13 letters. The Khmer script of Cambodia has 74 characters — the world's longest alphabet.,1,2026-07-13T14:55:16+00:00
FT-0212,The Rotokas language of Papua New Guinea uses an alphabet of only 12 letters — the world's shortest.,1,2026-07-17T00:09:19+00:00
FT-0213,"The British pound is the world's oldest currency still in use — its origins go back roughly 1,200 years.",1,2026-08-14T06:22:52+00:00
FT-0214,"The word 'salary' may come from Roman soldiers' salt allowance — 'salarium.' Even Pliny the Elder repeated the story, though historians still argue about it.",1,2026-08-17T19:35:55+00:00
FT-0215,"Nepal has the only national flag that isn't a rectangle — two stacked pennants, representing the Himalaya.",1,2026-07-07T00:17:23+00:00
FT-0216,Only two countries have square flags: Switzerland and the Vatican.,1,2026-07-26T14:42:49+00:00
FT-0217,"Denmark's flag, by legend falling from the sky in 1219, is the oldest continuously used national flag on Earth.",2,2026-08-25T17:40:05+00:00
FT-0218,"Tyrian purple, the dye of Roman emperors, was extracted from sea snails — thousands of snails per gram, making it worth more than gold.",2,2026-08-24T04:56:16+00:00
FT-0219,"Ethiopia's Ge'ez script has been in continuous use for over 2,000 years — one of the oldest alphabets still written daily.",1,2026-08-09T19:43:06+00:00
FT-0220,"The Cherokee syllabary was invented in the 1820s by Sequoyah, who couldn't read any language — within years, Cherokee literacy rates surpassed those of their English-speaking neighbors.",1,2026-07-16T16:37:41+00:00
FT-0221,"There are more possible chess games than atoms in the observable universe — chess arrived in Europe ~1,000 years ago via Persia and the Arab world, from India.",1,2026-07-26T22:08:40+00:00
FT-0222,Oktoberfest mostly takes place in September.,1,2026-07-21T00:05:51+00:00
FT-0223,"The croissant isn't French — it descends from the Austrian kipferl, brought to Paris in the 1830s by a Viennese baker.",1,2026-07-26T12:11:49+00:00
FT-0224,"Fortune cookies were invented in California, most likely by Japanese immigrants. They're almost unknown in China.",1,2026-07-08T04:25:42+00:00
FT-0225,Vanilla is native to Mexico — for 300 years the Aztecs' secret ingredient in chocolate. Most 'vanilla' flavor today is synthetic.,1,2026-08-07T05:47:44+00:00
FT-0226,"The Ottoman Empire had a state department of tulips — the flower that triggered Dutch 'tulip mania' came to Europe from Istanbul, not Amsterdam.",1,2026-08-15T20:33:59+00:00
FT-0227,"The Congo River plunges to depths of over 220 metres in places, making it the deepest river on Earth — deep enough that some fish species there evolved without eyes.",1,2026-08-22T15:30:49+00:00
FT-0228,"For decades atlases named the Nile the world's longest river; a 2007 study argued the Amazon may actually be longer, depending on where its source is measured. The debate is still not fully settled.",2,2026-08-26T07:03:24+00:00
FT-0229,"The Congo is one of the only major rivers to cross the equator twice, which helps keep its flow unusually steady year-round.",1,2026-08-14T08:23:44+00:00
FT-0230,"Botswana's Okavango River never reaches the sea. It fans out into the Kalahari Desert and simply evaporates, feeding one of the world's largest inland deltas.",2,2026-08-24T15:50:35+00:00
FT-0231,"Every rainy season, the Mekong River reverses the flow of the Tonle Sap in Cambodia, swelling the lake to roughly five times its dry-season size.",2,2026-08-26T04:51:05+00:00
FT-0232,"In 1900, engineers reversed the flow of the Chicago River so the city's sewage would drain away from Lake Michigan instead of into it.",1,2026-08-11T19:15:31+00:00
FT-0233,"The Amur River forms roughly 4,000 km of the border between Russia and China — one of the longest river borders on Earth.",2,2026-08-25T07:03:37+00:00
FT-0234,"Victoria Falls' local name, Mosi-oa-Tunya, means ""the smoke that thunders"" — its spray can rise high enough to be seen many kilometers before you hear the falls.",1,2026-08-18T10:39:47+00:00
FT-0235,"K2, the world's second-highest peak, is considered far deadlier to climb than Everest and wasn't successfully summited in winter until 2021.",1,2026-08-22T06:54:50+00:00
FT-0236,"By some measures of vertical rise from base to peak, Alaska's Denali stands taller than Mount Everest, which starts its climb from a much higher plateau.",2,2026-08-24T19:37:59+00:00
FT-0237,"Kilimanjaro is the world's tallest freestanding mountain — not part of any range — and its glaciers, sitting almost on the equator, are retreating fast.",1,2026-08-12T15:08:36+00:00
FT-0238,"The Ural Mountains are the conventional dividing line between Europe and Asia, meaning a single Russian range effectively splits two continents.",1,2026-08-22T21:31:15+00:00
FT-0239,"Madagascar split from mainland Africa roughly 160 million years ago. Isolated ever since, an estimated 90% of its wildlife exists nowhere else on Earth.",1,2026-08-13T21:56:40+00:00
FT-0240,"Borneo is split between three countries — Indonesia, Malaysia and Brunei — making it the only island shared by three sovereign states.",1,2026-08-13T23:52:21+00:00
FT-0241,"Under the 1920 Svalbard Treaty, citizens of any signatory country can live and work on the Arctic archipelago without a visa, one of the most open borders on Earth.",1,2026-08-22T04:43:42+00:00
FT-0242,"Pitcairn Island has one of the smallest populations of any territory on Earth, roughly 40-50 people, most descended from the HMS Bounty mutineers.",1,2026-08-08T20:43:08+00:00
FT-0243,"Tristan da Cunha is the most remote inhabited archipelago on Earth — its nearest neighbor, Saint Helena, is roughly 2,400 km away by sea.",1,2026-08-07T00:11:06+00:00
FT-0244,"In 2022, Canada and Denmark finally ended their decades-long ""Whisky War"" by splitting tiny Hans Island in the Arctic down the middle.",1,2026-08-15T11:29:50+00:00
FT-0245,"Before a 2015 land swap, the India-Bangladesh border included an enclave inside an enclave inside an enclave: a scrap of India, inside Bangladesh, inside India, inside Bangladesh.",1,2026-08-01T18:07:29+00:00
FT-0246,"The United States has leased Guantanamo Bay from Cuba since 1903 for about $4,085 a year. Cuba considers the lease illegal and, since 1959, has mostly refused to cash the checks.",1,2026-08-21T13:56:14+00:00
FT-0247,"Myanmar's capital, Naypyidaw, was built from scratch in the 2000s with twenty-lane highways that today carry almost no traffic.",1,2026-08-23T12:57:30+00:00
FT-0248,"Bolivia has two capitals: Sucre holds the constitutional title, while La Paz, the world's highest seat of government at roughly 3,640 m, actually runs the country.",1,2026-08-22T14:32:12+00:00
FT-0249,"South Africa splits its capital three ways: Pretoria for the executive, Cape Town for the legislature, and Bloemfontein for the judiciary.",1,2026-08-12T11:55:06+00:00
FT-0250,"Kazakhstan's capital has changed names four times since 1998 alone: Akmola, then Astana, then Nur-Sultan, then back to Astana.",1,2026-08-07T20:52:49+00:00
FT-0251,"Nigeria moved its capital from coastal Lagos to purpose-built Abuja in 1991, largely to sit at a more neutral, central point in the country.",1,2026-08-16T21:29:53+00:00
FT-0252,"Death Valley recorded 56.7°C in 1913, still generally accepted as the highest reliably measured air temperature on Earth.",1,2026-08-21T17:38:19+00:00
FT-0253,"Russia's Vostok Station in Antarctica recorded -89.2°C in 1983, the coldest temperature ever measured on the planet's surface.",1,2026-08-01T12:08:54+00:00
FT-0254,"Mawsynram, in northeast India, receives an estimated 11,000+ mm of rain a year on average, making it one of the wettest inhabited places on Earth.",2,2026-08-23T21:31:00+00:00
FT-0255,Parts of Chile's Atacama Desert have gone without recorded rainfall for years at a stretch; some weather stations there have never logged a single drop.,1,2026-08-11T07:22:37+00:00
FT-0256,"The Siberian town of Verkhoyansk has recorded both -68°C and +38°C, giving it the widest temperature range of any inhabited place on Earth.",1,2026-08-19T03:06:49+00:00
FT-0257,"A gas crater in Turkmenistan, nicknamed the ""Door to Hell,"" has been burning continuously since geologists ignited it in 1971, expecting the fire to die out in weeks.",1,2026-08-11T11:00:18+00:00
FT-0258,"In 1986, Cameroon's Lake Nyos suddenly released a cloud of carbon dioxide that killed an estimated 1,700 people in nearby villages overnight.",1,2026-08-12T20:57:48+00:00
FT-0259,Canada's Bay of Fundy has the highest tidal range on Earth. The difference between low and high tide there can reach about 16 metres.,1,2026-08-04T06:37:03+00:00
FT-0260,"In 1995, Kiribati shifted its section of the international date line eastward so the entire country would share one date and be first to greet each new day.",1,2026-08-03T07:39:13+00:00
FT-0261,"Samoa skipped December 30, 2011 entirely, jumping to the other side of the international date line to align its trade calendar with Australia and New Zealand.",1,2026-08-07T22:50:24+00:00
FT-0262,"Mauritania's Richat Structure, a bullseye-shaped rock formation roughly 40 km across, is visible from orbit and was long mistaken for a meteor impact crater.",1,2026-08-02T12:10:59+00:00
FT-0263,"Bolivia's Salar de Uyuni, the world's largest salt flat, becomes so flat and mirror-like after rain that satellites use it to calibrate their altitude sensors.",1,2026-08-18T08:49:19+00:00
FT-0264,"The 1883 eruption of Krakatoa was reportedly heard some 4,800 km away on Rodrigues Island near Mauritius, likely the loudest sound ever recorded by human ears.",1,2026-08-10T08:47:50+00:00
FT-0265,"The 1908 Tunguska event flattened an estimated 2,000 square kilometers of Siberian forest. No impact crater was ever found, and its exact cause is still debated.",1,2026-08-13T06:24:57+00:00
FT-0266,"France's Louis XIX reigned as king for about twenty minutes in 1830 before abdicating, probably the shortest monarchical reign in recorded history.",1,2026-08-21T07:53:24+00:00
FT-0267,"Texas spent nine years as an independent nation, the Republic of Texas, before joining the United States in 1845.",1,2026-08-18T01:45:55+00:00
FT-0268,Vermont operated as an independent republic with its own currency from 1777 until it became the 14th US state in 1791.,1,2026-08-11T06:00:12+00:00
FT-0269,"Newfoundland governed itself as a separate dominion of the British Empire, on par with Canada or Australia, until it voted to join Canada in 1949.",1,2026-08-03T23:14:47+00:00
